,PS Code,Regional code,PS Name,ConstCode,Constituency,District,Region,Address,Location,Latitude,Longitude
1007,C060618,C,THE LORDS PENTECOSTAL CHURCH KWABENYA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,THE LORDS PENTECOSTAL CHURCH KWABENYA 1 GA EAST GREATER ACCRA,The Lords Pentecostal Church,5.69019,-0.25791
1008,C060619,C,THE LORDS PENTECOSTAL CHURCH KWABENYA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,THE LORDS PENTECOSTAL CHURCH KWABENYA 2 GA EAST GREATER ACCRA,The Lords Pentecostal Church,5.69019,-0.25791
1009,C060620,C,AFRICAN FAITH TARBENACLE. KWABENYA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,AFRICAN FAITH TARBENACLE. KWABENYA 1 GA EAST GREATER ACCRA,African Faith Tabernacle. Kwabenya,5.69407,-0.24874
1010,C060621,C,AFRICAN FAITH TARBENACLE. KWABENYA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,AFRICAN FAITH TARBENACLE. KWABENYA 2 GA EAST GREATER ACCRA,African Faith Tabernacle. Kwabenya,5.69407,-0.24874
1011,C060622,C,AFRICAN FAITH TARBENACLE. KWABENYA 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,AFRICAN FAITH TARBENACLE. KWABENYA 3 GA EAST GREATER ACCRA,African Faith Tabernacle. Kwabenya,5.69407,-0.24874
1012,C060623,C,REPUBLICAN MODEL SCHOOL 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,REPUBLICAN MODEL SCHOOL 1 GA EAST GREATER ACCRA,"1, Accra, Greater Accra",5.612275989,-0.229705918
1013,C060624,C,REPUBLICAN MODEL SCHOOL 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,REPUBLICAN MODEL SCHOOL 2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1014,C060625,C,KWABENYA HILLS VALLEY POLICE STATION,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,KWABENYA HILLS VALLEY POLICE STATION GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1015,C060701,C,CHRIST APOSTOLIC CHURCH DOME 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHRIST APOSTOLIC CHURCH DOME 1 GA EAST GREATER ACCRA,Christ Apostolic Church,5.65542,-0.23601
1016,C060702,C,CHRIST APOSTOLIC CHURCH DOME 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHRIST APOSTOLIC CHURCH DOME 2 GA EAST GREATER ACCRA,Christ Apostolic Church,5.65542,-0.23601
1017,C060703,C,ANGLICAN PRIM SCHOOL DOME 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ANGLICAN PRIM SCHOOL DOME 1 GA EAST GREATER ACCRA,"1, Accra, Greater Accra",5.612275989,-0.229705918
1018,C060704,C,ANGLICAN PRIM SCHOOL DOME 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ANGLICAN PRIM SCHOOL DOME 2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1019,C060705,C,ANGLICAN PRIM SCHOOL DOME 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ANGLICAN PRIM SCHOOL DOME 3 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1020,C060706,C,ANGLICAN PRIM SCHOOL DOME 4,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ANGLICAN PRIM SCHOOL DOME 4 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1021,C060707,C,ANGLICAN PRIM SCHOOL DOME 5,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ANGLICAN PRIM SCHOOL DOME 5 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1022,C060708,C,ANGLICAN PRIM SCHOOL DOME 6,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ANGLICAN PRIM SCHOOL DOME 6 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1023,C060709,C,ANGLICAN PRIM SCHOOL DOME 7,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ANGLICAN PRIM SCHOOL DOME 7 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1024,C060710,C,ANGLICAN PRIM SCHOOL DOME 8,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ANGLICAN PRIM SCHOOL DOME 8 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1025,C060711,C,VOICE OF THE LORD EVANGELICAL CHURCH NO. 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,VOICE OF THE LORD EVANGELICAL CHURCH NO. 1 GA EAST GREATER ACCRA,Voice of the Lord Evangelic Church,5.68961,-0.02936
1026,C060712,C,VOICE OF THE LORD EVANGELICAL CHURCH NO. 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,VOICE OF THE LORD EVANGELICAL CHURCH NO. 2 GA EAST GREATER ACCRA,Voice of the Lord Evangelic Church,5.68961,-0.02936
1027,C060713,C,VOICE OF THE LORD EVANGELICAL CHURCH NO. 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,VOICE OF THE LORD EVANGELICAL CHURCH NO. 3 GA EAST GREATER ACCRA,Voice of the Lord Evangelic Church,5.68961,-0.02936
1028,C060714,C,PERFECT PREP SCHOOL DOME NO 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PERFECT PREP SCHOOL DOME NO 1 GA EAST GREATER ACCRA,"1, Accra, Greater Accra",5.612275989,-0.229705918
1029,C060715,C,PERFECT PREP SCHOOL DOME NO 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PERFECT PREP SCHOOL DOME NO 2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1030,C060716,C,PERFECT PREP SCHOOL DOME NO 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PERFECT PREP SCHOOL DOME NO 3 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1031,C060717,C,PERFECT PREP SCHOOL DOME NO 4,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PERFECT PREP SCHOOL DOME NO 4 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1032,C060718,C,NEW LIGHTING CHURCH DOME OKO 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,NEW LIGHTING CHURCH DOME OKO 1 GA EAST GREATER ACCRA,"Oko, Accra, Ga East, Greater Accra",5.633247996,-0.233519114
1033,C060719,C,NEW LIGHTING CHURCH DOME OKO 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,NEW LIGHTING CHURCH DOME OKO 2 GA EAST GREATER ACCRA,"Oko, Accra, Ga East, Greater Accra",5.633247996,-0.233519114
1034,C060720,C,NEW LIGHTING CHURCH DOME OKO 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,NEW LIGHTING CHURCH DOME OKO 3 GA EAST GREATER ACCRA,"Oko, Accra, Ga East, Greater Accra",5.633247996,-0.233519114
1035,C060721,C,TRINITY ACADEMY DOME NO 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,TRINITY ACADEMY DOME NO 1 GA EAST GREATER ACCRA,Trinity Academy Dome No. 1,5.65278,-0.22064
1036,C060722,C,TRINITY ACADEMY DOME NO 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,TRINITY ACADEMY DOME NO 2 GA EAST GREATER ACCRA,Trinity Academy Dome No. 1,5.65278,-0.22064
1037,C060723,C,TRINITY ACADEMY DOME NO 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,TRINITY ACADEMY DOME NO 3 GA EAST GREATER ACCRA,Trinity Academy Dome No. 1,5.65278,-0.22064
1038,C060724,C,SOUL WINNING ASSEMBLIES OF GOD DOME 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,SOUL WINNING ASSEMBLIES OF GOD DOME 1 GA EAST GREATER ACCRA,Soul Winning Assemblies of God Church Dome,5.64887,-0.22676
1039,C060725,C,SOUL WINNING ASSEMBLIES OF GOD DOME 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,SOUL WINNING ASSEMBLIES OF GOD DOME 2 GA EAST GREATER ACCRA,Soul Winning Assemblies of God Church Dome,5.64887,-0.22676
1040,C060726,C,PARADISE CHILDREN ACADEMY DOME 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PARADISE CHILDREN ACADEMY DOME 1 GA EAST GREATER ACCRA,Paradise Children Academy,5.64266,-0.22373
1041,C060727,C,PARADISE CHILDREN ACADEMY DOME 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PARADISE CHILDREN ACADEMY DOME 2 GA EAST GREATER ACCRA,Paradise Children Academy,5.64266,-0.22373
1042,C060728,C,PRESBY CHURCH OKO NO 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PRESBY CHURCH OKO NO 1 GA EAST GREATER ACCRA,Presby Church Oko. No. 1,5.64182,-0.23053
1043,C060729,C,PRESBY CHURCH OKO NO 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PRESBY CHURCH OKO NO 2 GA EAST GREATER ACCRA,Presby Church Oko No. 2,5.64184,-0.23054
1044,C060730,C,PRESBY CHURCH OKO NO 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PRESBY CHURCH OKO NO 3 GA EAST GREATER ACCRA,Presby Church Oko No. 2,5.64184,-0.23054
1045,C060731,C,PRESBY CHURCH OKO NO 4,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PRESBY CHURCH OKO NO 4 GA EAST GREATER ACCRA,Presby Church Oko No. 2,5.64184,-0.23054
1046,C060732,C,HIGH PRIEST ACADAMY DOME NO 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,HIGH PRIEST ACADAMY DOME NO 1 GA EAST GREATER ACCRA,High Priest Academy,5.64785,-0.23492
1047,C060733,C,HIGH PRIEST ACADAMY DOME NO 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,HIGH PRIEST ACADAMY DOME NO 2 GA EAST GREATER ACCRA,High Priest Academy,5.64785,-0.23492
1048,C060734,C,HIGH PRIEST ACADAMY DOME NO 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,HIGH PRIEST ACADAMY DOME NO 3 GA EAST GREATER ACCRA,High Priest Academy,5.64785,-0.23492
1049,C060735,C,WEST AFRICA HARDWARE NEW ACHIMOTA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,WEST AFRICA HARDWARE NEW ACHIMOTA 1 GA EAST GREATER ACCRA,"1, Accra, Greater Accra",5.612275989,-0.229705918
1050,C060736,C,WEST AFRICA HARDWARE NEW ACHIMOTA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,WEST AFRICA HARDWARE NEW ACHIMOTA 2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1051,C060737,C,POWER CHAPEL NEW ACHIMOTA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,POWER CHAPEL NEW ACHIMOTA 1 GA EAST GREATER ACCRA,Power Chapel New Achimota,5.63128,-0.23414
1052,C060738,C,POWER CHAPEL NEW ACHIMOTA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,POWER CHAPEL NEW ACHIMOTA 2 GA EAST GREATER ACCRA,Power Chapel New Achimota,5.63128,-0.23414
1053,C060801,C,ASSEMBLIES OF GOD LATTER RAIN DOME 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ASSEMBLIES OF GOD LATTER RAIN DOME 1 GA EAST GREATER ACCRA,Assemblies of God,5.72411,-0.20388
1054,C060802,C,ASSEMBLIES OF GOD LATTER RAIN DOME 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ASSEMBLIES OF GOD LATTER RAIN DOME 2 GA EAST GREATER ACCRA,Assemblies of God,5.72411,-0.20388
1055,C060803,C,DOME ZONAL COUNCIL,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,DOME ZONAL COUNCIL GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1056,C060804,C,ROYAL DAIDEM NURSERY SCH DOME 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ROYAL DAIDEM NURSERY SCH DOME 1 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1057,C060805,C,ROYAL DAIDEM NURSERY SCH DOME 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ROYAL DAIDEM NURSERY SCH DOME 2 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1058,C060806,C,ROYAL DAIDEM NURSERY SCH DOME 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ROYAL DAIDEM NURSERY SCH DOME 3 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1059,C060807,C,ROYAL DAIDEM NURSERY SCH DOME 4,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ROYAL DAIDEM NURSERY SCH DOME 4 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1060,C060808,C,SHEPHERD SCHOLARS PREPARATORY SCHOOL 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,SHEPHERD SCHOLARS PREPARATORY SCHOOL 1 GA EAST GREATER ACCRA,"1, Accra, Greater Accra",5.612275989,-0.229705918
1061,C060809,C,SHEPHERD SCHOLARS PREPARATORY SCHOOL 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,SHEPHERD SCHOLARS PREPARATORY SCHOOL 2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1062,C060810,C,NEW LIGTH GOSPEL CHURCH DOME,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,NEW LIGTH GOSPEL CHURCH DOME GA EAST GREATER ACCRA,New Light Gospel,5.65438,-0.24405
1063,C060811,C,GARDEN OF EDEN NURSARY SCHOOL 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,GARDEN OF EDEN NURSARY SCHOOL 1 GA EAST GREATER ACCRA,"1, Accra, Greater Accra",5.612275989,-0.229705918
1064,C060812,C,GARDEN OF EDEN NURSARY SCHOOL 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,GARDEN OF EDEN NURSARY SCHOOL 2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1065,C060813,C,APOSTOLIC CHURCH AYIGBE TOWN 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,APOSTOLIC CHURCH AYIGBE TOWN 1 GA EAST GREATER ACCRA,Apostolic Church,5.65116,-0.24003
1066,C060814,C,APOSTOLIC CHURCH AYIGBE TOWN 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,APOSTOLIC CHURCH AYIGBE TOWN 2 GA EAST GREATER ACCRA,Apostolic Church,5.65116,-0.24003
1067,C060815,C,CHURCH OF PENTECOST DOME 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHURCH OF PENTECOST DOME 1 GA EAST GREATER ACCRA,Church of Pentecost,5.68842,-0.20764
1068,C060816,C,CHURCH OF PENTECOST DOME 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHURCH OF PENTECOST DOME 2 GA EAST GREATER ACCRA,Church of Pentecost,5.68842,-0.20764
1069,C060817,C,CHURCH OF PENTECOST DOME 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHURCH OF PENTECOST DOME 3 GA EAST GREATER ACCRA,Church of Pentecost,5.68842,-0.20764
1070,C060818,C,CHURCH OF PENTECOST DOME 4,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHURCH OF PENTECOST DOME 4 GA EAST GREATER ACCRA,Church of Pentecost,5.68842,-0.20764
1071,C060819,C,CHURCH OF PENTECOST DOME 5,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHURCH OF PENTECOST DOME 5 GA EAST GREATER ACCRA,Church of Pentecost,5.68842,-0.20764
1072,C060820,C,CHURCH OF PENTECOST DOME 6,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHURCH OF PENTECOST DOME 6 GA EAST GREATER ACCRA,Church of Pentecost,5.68842,-0.20764
1073,C060821,C,RISING SUN MONTISSORI DOME 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,RISING SUN MONTISSORI DOME 1 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1074,C060822,C,RISING SUN MONTISSORI DOME 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,RISING SUN MONTISSORI DOME 2 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1075,C060823,C,GREENHILL JHS DOME 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,GREENHILL JHS DOME 1 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1076,C060824,C,GREENHILL JHS DOME 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,GREENHILL JHS DOME 2 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1077,C060825,C,GREENHILL JHS DOME 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,GREENHILL JHS DOME 3 GA EAST GREATER ACCRA,"Dome, Ga East, Greater Accra",5.65015,-0.22184
1078,C060901,C,MAY'S JINGLE BELL SCHOOL TAIFA,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,MAY'S JINGLE BELL SCHOOL TAIFA GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1079,C060902,C,ST. DOMINIC ROMAN CATHOLIC SCH TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ST. DOMINIC ROMAN CATHOLIC SCH TAIFA 1 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1080,C060903,C,ST. DOMINIC ROMAN CATHOLIC SCH TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ST. DOMINIC ROMAN CATHOLIC SCH TAIFA 2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1081,C060904,C,ST. DOMINIC ROMAN CATHOLIC SCH TAIFA 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ST. DOMINIC ROMAN CATHOLIC SCH TAIFA 3 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1082,C060905,C,ST. DOMINIC ROMAN CATHOLIC SCH TAIFA 4,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,ST. DOMINIC ROMAN CATHOLIC SCH TAIFA 4 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1083,C060906,C,BETHEL ASSOC. PREP SCH TAIFA  1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,BETHEL ASSOC. PREP SCH TAIFA  1 GA EAST GREATER ACCRA,"1, Accra, Greater Accra",5.612275989,-0.229705918
1084,C060907,C,BETHEL ASSOC. PREP SCH TAIFA  2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,BETHEL ASSOC. PREP SCH TAIFA  2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1085,C060908,C,BETHEL ASSOC. PREP SCH TAIFA  3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,BETHEL ASSOC. PREP SCH TAIFA  3 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1086,C060909,C,APOSTOLIC CHURCH NKAITIE BURGER TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,APOSTOLIC CHURCH NKAITIE BURGER TAIFA 1 GA EAST GREATER ACCRA,Apostolic Church Nkatie Burgar Taifa,5.67124,-0.24767
1087,C060910,C,APOSTOLIC CHURCH NKAITIE BURGER TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,APOSTOLIC CHURCH NKAITIE BURGER TAIFA 2 GA EAST GREATER ACCRA,Apostolic Church Nkatie Burgar Taifa,5.67124,-0.24767
1088,C060911,C,LIFE WAY CHAPEL TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,LIFE WAY CHAPEL TAIFA 1 GA EAST GREATER ACCRA,Life Way Chapel,5.66771,-0.24635
1089,C060912,C,LIFE WAY CHAPEL TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,LIFE WAY CHAPEL TAIFA 2 GA EAST GREATER ACCRA,Life Way Chapel,5.66771,-0.24635
1090,C060913,C,LIFE WAY CHAPEL TAIFA 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,LIFE WAY CHAPEL TAIFA 3 GA EAST GREATER ACCRA,Life Way Chapel,5.66771,-0.24635
1091,C060914,C,TAIFA COMMMUNITY SCHOOL 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,TAIFA COMMMUNITY SCHOOL 1 GA EAST GREATER ACCRA,Taifa Community School,5.66615,-0.24805
1092,C060915,C,TAIFA COMMMUNITY SCHOOL 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,TAIFA COMMMUNITY SCHOOL 2 GA EAST GREATER ACCRA,Taifa Community School,5.66615,-0.24805
1093,C060916,C,NEW CITY LODGE TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,NEW CITY LODGE TAIFA 1 GA EAST GREATER ACCRA,New City Lodge,5.66205,-0.24875
1094,C060917,C,NEW CITY LODGE TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,NEW CITY LODGE TAIFA 2 GA EAST GREATER ACCRA,New City Lodge,5.66205,-0.24875
1095,C060918,C,NEW CITY LODGE TAIFA 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,NEW CITY LODGE TAIFA 3 GA EAST GREATER ACCRA,New City Lodge,5.66205,-0.24875
1096,C060919,C,PRESBY CHURCH TAIFA  1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PRESBY CHURCH TAIFA  1 GA EAST GREATER ACCRA,Salem Presby Church Taifa,5.68022,-0.25544
1097,C060920,C,PRESBY CHURCH TAIFA  2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PRESBY CHURCH TAIFA  2 GA EAST GREATER ACCRA,Salem Presby Church Taifa,5.68022,-0.25544
1098,C060921,C,PRESBY CHURCH TAIFA  3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PRESBY CHURCH TAIFA  3 GA EAST GREATER ACCRA,Salem Presby Church Taifa,5.68022,-0.25544
1099,C060922,C,PRESBY CHURCH TAIFA  4,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,PRESBY CHURCH TAIFA  4 GA EAST GREATER ACCRA,Salem Presby Church Taifa,5.68022,-0.25544
1100,C060923,C,SDA CHURCH TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,SDA CHURCH TAIFA 1 GA EAST GREATER ACCRA,"1, Accra, Greater Accra",5.612275989,-0.229705918
1101,C060924,C,SDA CHURCH TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,SDA CHURCH TAIFA 2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1102,C060925,C,CHURCH OF PENTECOST EBENEZER ASSEMBLY TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHURCH OF PENTECOST EBENEZER ASSEMBLY TAIFA 1 GA EAST GREATER ACCRA,Church of Pentecost,5.68842,-0.20764
1103,C060926,C,CHURCH OF PENTECOST EBENEZER ASSEMBLY TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHURCH OF PENTECOST EBENEZER ASSEMBLY TAIFA 2 GA EAST GREATER ACCRA,Church of Pentecost,5.68842,-0.20764
1104,C060927,C,CHRIST APOSTOLIC CHURCH TAIFA,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,CHRIST APOSTOLIC CHURCH TAIFA GA EAST GREATER ACCRA,Christ Apostolic Church,5.65542,-0.23601
1105,C060928,C,STAR OF THE EAST PREP SCH TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,STAR OF THE EAST PREP SCH TAIFA 1 GA EAST GREATER ACCRA,"1, Accra, Greater Accra",5.612275989,-0.229705918
1106,C060929,C,STAR OF THE EAST PREP SCH TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,STAR OF THE EAST PREP SCH TAIFA 2 GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1107,C061001,C,SALEM PRESBY CHURCH TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,SALEM PRESBY CHURCH TAIFA 1 GA EAST GREATER ACCRA,Salem Presby Church Taifa,5.68022,-0.25544
1108,C061002,C,SALEM PRESBY CHURCH TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,SALEM PRESBY CHURCH TAIFA 2 GA EAST GREATER ACCRA,Salem Presby Church Taifa,5.68022,-0.25544
1109,C061003,C,SALEM PRESBY CHURCH TAIFA 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,SALEM PRESBY CHURCH TAIFA 3 GA EAST GREATER ACCRA,Salem Presby Church Taifa,5.68022,-0.25544
1110,C061004,C,TAXI RANK TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,TAXI RANK TAIFA 1 GA EAST GREATER ACCRA,Taxi Rank Taifa No 1,5.66895,-0.25349
1111,C061005,C,TAXI RANK TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,TAXI RANK TAIFA 2 GA EAST GREATER ACCRA,Taxi Rank Taifa No. 2,5.66895,-0.25349
1112,C061006,C,TAXI RANK TAIFA 3,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,TAXI RANK TAIFA 3 GA EAST GREATER ACCRA,Taxi Rank Taifa No. 2,5.66895,-0.25349
1113,C061007,C,TAXI RANK TAIFA 4,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,TAXI RANK TAIFA 4 GA EAST GREATER ACCRA,Taxi Rank Taifa No. 2,5.66895,-0.25349
1114,C061008,C,EARLY BIRD SCHOOL TAIFA,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,EARLY BIRD SCHOOL TAIFA GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1115,C061009,C,HOPE VALLEY ACADEMY TAIFA,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,HOPE VALLEY ACADEMY TAIFA GA EAST GREATER ACCRA,"Ga East, Greater Accra",5.71274,-0.23785
1116,C061010,C,DUNAMIS ASSEMBLIES OF GOD TAIFA 1,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,DUNAMIS ASSEMBLIES OF GOD TAIFA 1 GA EAST GREATER ACCRA,Assemblies of God,5.72411,-0.20388
1117,C061011,C,DUNAMIS ASSEMBLIES OF GOD TAIFA 2,C0601,DOME/KWABENYA,GA EAST,GREATER ACCRA,DUNAMIS ASSEMBLIES OF GOD TAIFA 2 GA EAST GREATER ACCRA,Assemblies of God,5.72411,-0.20388
